RK,PLAYER,POS,GP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,AVG,TTL
291,Ollie Gordon II   MIA,RB,17,0.3,1.3,9.8,1.0,-0.2,0.2,1.3,12.6,0.9,-0.3,10.5,BYE,1.0,7.7,0.0,-0.1,0.0,1.1,2.8,47.1
292,New York Jets   NYJ,DST,17,3.0,0.0,9.0,0.0,-3.0,9.0,6.0,-3.0,BYE,19.0,1.0,1.0,4.0,6.0,-2.0,4.0,-3.0,-4.0,2.8,47.0
293,Keaton Mitchell   BAL,RB,13,,,,,1.3,0.0,BYE,4.3,1.8,3.1,5.4,1.9,9.1,7.6,6.6,1.3,3.8,0.2,3.6,46.4
294,Tyler Higbee   LAR,TE,10,0.0,3.7,0.0,2.5,,10.0,1.9,BYE,7.3,3.3,2.3,,,,,,,15.1,4.6,46.1
294,Greg Dortch   ARI,WR,12,-0.2,1.1,0.8,3.9,1.2,6.9,0.5,BYE,0.9,6.2,12.6,10.8,1.4,,,,,,3.8,46.1
296,Dontayvion Wicks   GB,WR,14,3.0,4.4,2.1,1.9,BYE,1.5,0.5,,,3.8,0.9,3.2,22.0,0.0,0.6,1.2,0.7,,3.3,45.8
296,Olamide Zaccheaus   CHI,WR,16,4.2,2.1,3.6,4.1,BYE,2.8,0.9,3.3,11.8,0.5,0.0,0.6,1.9,6.7,0.0,3.3,,0.0,2.9,45.8
298,Emari Demercado   ARI,RB,13,0.0,0.0,0.0,8.1,6.1,0.1,,BYE,7.8,10.4,2.0,,,,0.1,3.0,2.0,5.7,3.5,45.3
299,DeAndre Hopkins   BAL,WR,17,9.5,12.4,1.3,0.0,4.6,2.0,BYE,1.4,0.0,1.6,1.1,1.3,2.5,0.0,3.2,4.1,0.0,0.0,2.6,45.0
300,Mason Taylor   NYJ,TE,13,2.0,0.5,1.8,6.5,8.7,0.2,3.1,9.4,BYE,0.4,3.0,2.1,2.1,5.1,,,,,3.5,44.9
301,Jameis Winston   NYG,QB,3,,,,,,,,,,,12.0,32.2,,BYE,0.0,,,,14.8,44.3
302,Justice Hill   BAL,RB,10,-1.1,2.5,4.5,23.7,1.2,4.4,BYE,0.2,1.5,7.3,,0.0,,,,,,,4.4,44.2
303,Pat Bryant   DEN,WR,15,0.0,1.8,0.0,0.0,0.0,2.2,0.6,10.0,2.0,4.3,8.2,BYE,4.2,3.2,,4.2,,3.1,2.9,43.8
304,Jaylen Wright   MIA,RB,11,,,,,,,0.0,2.8,0.0,1.7,0.4,BYE,1.6,16.7,1.1,11.3,5.6,2.0,3.9,43.2
305,Sterling Shepard   TB,WR,13,3.9,3.4,8.0,2.0,7.9,5.1,0.5,0.8,BYE,3.1,6.1,1.2,0.5,0.5,,,,,3.3,43.0
305,Devin Neal   NO,RB,9,0.9,,,,,,0.1,1.1,1.2,3.1,BYE,6.1,6.9,14.4,9.2,,,,4.8,43.0
307,Kalif Raymond   DET,WR,15,1.6,2.3,0.4,7.3,0.0,0.0,1.7,BYE,0.0,5.9,0.0,3.7,,,2.0,12.2,0.5,5.2,2.9,42.8
308,Mike Gesicki   CIN,TE,13,1.4,1.8,0.6,0.8,1.5,0.0,,,,BYE,,3.5,1.9,14.6,1.1,9.5,4.7,1.3,3.3,42.7
309,Darnell Washington   PIT,TE,16,0.0,2.0,0.0,2.0,BYE,6.2,6.2,0.0,4.3,1.5,6.7,2.2,4.5,1.2,2.5,1.6,1.5,,2.7,42.4
309,Jaylin Noel   HOU,WR,17,0.7,0.0,0.4,0.0,7.8,BYE,7.7,6.3,-0.3,3.5,1.2,0.9,0.0,1.3,0.0,0.0,11.6,1.3,2.5,42.4
311,Devaughn Vele   NO,WR,13,1.3,6.3,,0.0,1.3,0.0,0.0,1.0,0.0,1.5,BYE,3.7,15.3,4.0,6.9,,,,3.2,41.3
312,Tyler Lockett   LV,WR,17,0.0,0.9,3.7,0.0,6.6,0.0,1.8,BYE,0.0,4.4,3.3,6.2,1.1,4.1,1.0,0.6,6.9,0.5,2.4,41.1
312,Terrance Ferguson   LAR,TE,13,,0.0,,,2.1,0.0,9.1,BYE,5.4,3.2,0.0,0.0,0.0,0.0,0.6,9.3,11.4,,3.2,41.1
314,Van Jefferson   TEN,WR,16,0.0,1.0,0.8,0.6,0.0,7.5,4.1,0.6,2.1,BYE,8.2,1.1,2.0,1.7,4.3,2.4,4.6,,2.6,41.0
314,Matthew Golden   GB,WR,14,1.6,1.5,6.1,6.3,BYE,10.2,3.7,0.4,0.9,,2.4,,,0.0,5.5,0.4,1.2,0.8,2.9,41.0
316,Noah Fant   CIN,TE,15,8.6,2.8,0.6,,0.0,2.7,10.4,4.1,8.8,BYE,1.6,0.9,0.3,1.5,0.0,,0.0,-1.5,2.7,40.8
317,Daniel Bellinger   NYG,TE,16,1.4,0.0,0.6,1.3,5.2,0.0,14.8,2.1,,0.8,0.0,0.0,0.0,BYE,3.5,0.0,1.1,9.8,2.5,40.6
318,JuJu Smith-Schuster   KC,WR,17,5.5,0.5,5.5,9.6,1.7,5.7,3.5,2.9,0.2,BYE,0.0,0.8,0.0,0.5,0.0,1.2,1.6,1.3,2.4,40.5
319,Luke McCaffrey   WAS,WR,9,0.0,3.9,11.6,8.1,5.0,9.3,0.0,2.4,0.0,,,BYE,,,,,,,4.5,40.3
320,Tyler Huntley   BAL,QB,5,,,,,,6.6,BYE,16.7,,,,,,,-0.3,2.8,14.3,,8.0,40.1
321,Josh Oliver   MIN,TE,15,0.5,0.0,7.2,0.0,9.5,BYE,0.9,0.0,,,-0.3,0.4,0.0,14.4,1.8,1.9,0.8,2.9,2.7,40.0
322,Tre' Harris   LAC,WR,17,1.1,3.4,0.0,0.0,0.0,2.7,2.3,6.8,1.8,0.4,1.2,BYE,3.0,2.1,4.9,5.4,1.5,2.8,2.3,39.4
323,Kyle Williams   NE,WR,17,1.2,0.0,0.8,-0.2,0.0,0.0,0.0,0.0,0.0,13.2,0.0,1.8,9.3,BYE,0.0,10.6,2.0,0.5,2.3,39.2
324,Malik Nabers   NYG,WR,4,7.1,28.7,1.3,2.0,,,,,,,,,,BYE,,,,,9.8,39.1
325,Cedric Tillman   CLE,WR,13,11.2,8.2,2.6,0.6,,,,,BYE,1.1,5.2,0.5,0.0,2.3,0.0,0.8,4.2,2.3,3.0,39.0
325,Graham Gano   NYG,K,5,8.0,13.0,3.0,,,,,9.0,6.0,,,,,BYE,,,,,7.8,39.0
327,John Metchie III   NYJ,WR,16,0.0,0.0,0.8,1.0,0.0,0.0,,0.0,BYE,-0.4,10.5,12.5,1.7,3.4,2.9,0.4,4.1,2.0,2.4,38.9
328,Michael Mayer   LV,TE,13,3.8,0.9,0.0,,,11.0,1.0,BYE,2.6,2.2,1.3,1.4,,,0.0,1.0,8.9,4.7,3.0,38.8
328,Davis Allen   LAR,TE,17,7.3,6.8,0.3,0.0,2.4,0.7,0.4,BYE,3.7,6.8,0.0,2.9,0.4,2.1,1.6,3.4,0.0,0.0,2.3,38.8
330,Malik Davis   DAL,RB,10,,,,,,,0.0,0.3,0.3,BYE,2.0,2.4,10.7,0.6,9.7,2.3,10.3,,3.9,38.6
331,Brashard Smith   KC,RB,17,0.0,0.2,1.3,3.6,3.6,2.1,8.1,0.8,0.7,BYE,0.8,3.6,0.0,0.7,0.1,0.4,6.5,5.8,2.3,38.3
331,Austin Hooper   NE,TE,16,1.0,3.8,2.8,2.4,0.0,0.5,7.1,3.8,2.0,0.0,,3.9,0.0,BYE,0.0,3.4,7.1,0.5,2.4,38.3
333,Tommy Tremble   CAR,TE,17,0.2,2.0,1.6,10.2,0.7,3.9,0.0,0.4,0.0,0.0,5.4,0.0,0.2,BYE,1.3,0.6,0.6,9.8,2.2,36.9
334,Greg Dulcich   MIA,TE,10,,,,,,,,0.0,4.9,2.2,1.8,BYE,2.4,4.1,4.6,2.6,11.1,3.1,3.7,36.8
335,Tim Patrick   JAC,WR,16,0.0,0.0,1.6,-0.1,0.0,8.6,2.2,BYE,,0.0,8.0,0.0,1.1,13.8,0.0,1.1,0.0,0.4,2.3,36.7
335,Isaiah Bond   CLE,WR,16,0.5,1.5,1.6,5.8,2.9,0.9,0.0,0.0,BYE,,0.8,5.8,2.7,0.0,8.9,2.0,1.6,1.7,2.3,36.7
335,Jackson Hawes   BUF,TE,17,2.9,0.5,6.5,1.5,0.0,0.0,BYE,1.5,1.8,8.6,0.0,2.6,1.0,6.3,0.9,2.6,0.0,0.0,2.2,36.7
338,Rashod Bateman   BAL,WR,13,1.0,1.5,12.3,2.4,0.0,0.8,BYE,5.1,7.3,3.0,,,0.0,2.3,,0.0,0.7,,2.8,36.4
339,Demarcus Robinson   SF,WR,14,,,,2.0,3.9,4.4,0.0,2.5,0.0,3.4,1.3,0.8,0.6,BYE,3.6,8.3,3.0,2.4,2.6,36.2
340,Audric Estime   NO,RB,7,,,,,,,,,,0.0,BYE,,0.0,1.1,5.0,3.6,15.8,10.6,5.2,36.1
341,Travis Hunter   JAC,WR,7,3.3,2.2,2.1,4.2,6.4,1.5,16.1,BYE,,,,,,,,,,,5.1,35.8
342,Brady Cook   NYJ,QB,5,,,,,,,,,BYE,,,,,4.5,11.9,4.7,5.2,9.1,7.1,35.5
343,Quinn Ewers   MIA,QB,4,,,,,,,2.1,,,,,BYE,,,,8.9,14.8,9.4,8.8,35.2
344,Isaiah Likely   BAL,TE,14,,,,0.0,1.2,0.6,BYE,0.8,6.0,1.7,1.5,1.0,7.5,8.5,0.0,0.0,2.7,3.2,2.5,34.7
344,Philip Rivers   IND,QB,3,,,,,,,,,,,BYE,,,,7.8,18.1,8.8,,11.6,34.7
346,Jaylin Lane   WAS,WR,15,1.1,0.2,5.8,1.8,1.6,4.4,6.0,0.0,0.9,4.1,1.3,BYE,0.0,0.0,6.0,0.0,,,2.2,33.2
347,Kyle Juszczyk   SF,RB,17,3.2,0.5,6.1,3.2,2.0,0.9,0.8,0.4,1.2,0.8,2.6,0.0,2.7,BYE,0.7,0.0,7.4,0.5,1.9,33.0
347,Younghoe Koo   NYG,K,6,9.0,,,,,,,,,8.0,2.0,10.0,1.0,BYE,3.0,,,,5.5,33.0
349,Isaiah Williams   NYJ,WR,15,,0.0,0.0,-2.0,,0.0,0.0,5.6,BYE,6.4,0.6,0.0,0.0,8.4,5.3,2.5,3.5,2.4,2.2,32.7
350,Tyreek Hill   MIA,WR,4,4.0,10.9,10.9,6.7,,,,,,,,BYE,,,,,,,8.1,32.5
351,Jahan Dotson   PHI,WR,17,5.9,0.4,0.7,0.0,2.4,1.7,0.0,10.0,BYE,0.0,4.3,0.0,1.2,0.3,0.0,1.3,0.0,4.0,1.9,32.2
352,Riley Leonard   IND,QB,5,,,,,,,,0.1,,,BYE,,,11.3,,0.0,-1.0,21.6,6.4,32.0
352,Ben Sauls   NYG,K,3,,,,,,,,,,,,,,BYE,,7.0,10.0,15.0,10.7,32.0
354,Devontez Walker   BAL,WR,11,,14.6,3.4,0.0,0.0,,BYE,,,,0.0,3.0,0.0,,0.0,0.0,0.0,10.6,2.9,31.6
355,Mitchell Trubisky   BUF,QB,4,,1.0,,,,,BYE,0.9,,0.4,,,,,,,,28.9,7.8,31.1
355,David Sills V   ATL,WR,17,0.0,0.0,0.9,0.0,BYE,0.0,0.0,1.4,0.0,0.0,1.1,7.6,7.5,0.0,7.8,0.0,3.7,1.1,1.8,31.1
357,Taysom Hill   NO,TE,13,,,,,0.7,6.1,0.8,1.2,3.0,2.0,BYE,1.7,0.7,-0.1,0.2,11.3,0.0,3.2,2.4,30.8
358,Tyrell Shavers   BUF,WR,17,0.0,0.0,2.4,0.0,0.0,2.7,BYE,0.0,0.7,2.4,15.0,0.0,0.0,1.6,0.0,2.1,3.6,0.0,1.8,30.5
359,Joshua Palmer   BUF,WR,12,6.1,4.7,0.5,2.5,3.6,6.0,BYE,,,,1.7,2.1,,,1.6,0.2,1.2,0.1,2.5,30.3
359,Calvin Ridley   TEN,WR,7,2.7,5.7,2.7,3.0,13.1,1.8,,,,BYE,1.3,,,,,,,,4.3,30.3
359,Xavier Smith   LAR,WR,16,3.6,0.0,0.0,0.0,0.0,0.0,1.5,BYE,1.2,1.4,0.8,,8.2,0.6,0.0,5.7,6.7,0.6,1.9,30.3
362,Christian Kirk   HOU,WR,13,,,2.5,2.0,6.4,BYE,,,2.6,0.3,0.6,11.4,0.0,0.6,0.0,3.7,0.1,-0.3,2.3,29.9
363,Dyami Brown   JAC,WR,15,5.8,12.6,0.7,,1.5,2.0,5.0,BYE,2.9,0.0,0.0,0.0,,0.0,-1.6,0.0,0.0,0.8,2.0,29.7
364,Jayden Reed   GB,WR,7,10.5,0.0,,,BYE,,,,,,,,,5.3,5.5,4.1,4.1,0.0,4.2,29.5
365,Mitchell Evans   CAR,TE,17,0.0,0.9,0.9,8.3,6.4,2.1,2.4,0.0,0.0,0.0,2.8,0.0,2.0,BYE,0.0,2.3,0.6,0.5,1.7,29.2
366,Tanner Hudson   CIN,TE,13,,,,0.0,0.0,7.0,,0.9,4.2,BYE,2.2,0.9,7.4,1.1,1.6,0.4,3.1,0.0,2.2,28.8
367,Jalen Tolbert   DAL,WR,13,0.0,1.6,4.4,6.1,0.0,0.8,1.6,10.7,0.0,BYE,0.0,,0.0,,,,3.1,0.0,2.2,28.3
367,Kendre Miller   NO,RB,7,2.4,1.0,3.6,12.5,4.9,3.2,0.7,,,,BYE,,,,,,,,4.0,28.3
369,Elijah Higgins   ARI,TE,17,0.3,4.5,0.7,0.0,1.0,3.4,0.3,BYE,3.0,1.9,-0.9,0.0,1.7,0.0,0.3,9.1,0.0,2.8,1.7,28.1
370,Brandin Cooks   BUF,WR,15,2.6,2.6,2.4,2.2,0.5,2.1,0.3,2.2,1.6,0.0,,,1.3,0.0,0.0,0.0,10.1,,1.9,27.9
371,Chris Moore   WAS,WR,14,3.4,,2.5,0.9,0.0,10.6,5.9,0.0,0.0,0.0,2.8,BYE,0.0,,,0.0,1.5,0.0,2.0,27.6
372,Jaleel McLaughlin   DEN,RB,8,,,,,,0.0,,,,,7.4,BYE,3.0,3.1,0.4,3.7,4.0,5.8,3.4,27.4
373,Roman Wilson   PIT,WR,14,0.0,0.7,0.0,0.0,BYE,1.2,1.7,13.4,-1.6,9.5,1.7,0.0,0.0,0.0,,,0.0,,1.9,26.6
374,Josh Johnson   WAS,QB,5,,,,,,,,,,0.0,0.0,BYE,,,,0.7,8.9,16.7,5.3,26.4
375,Charlie Kolar   BAL,TE,17,0.0,0.0,2.2,0.0,1.0,0.0,BYE,7.0,8.3,2.3,0.0,0.0,1.7,1.9,0.0,1.8,0.0,0.0,1.5,26.2
376,Tyler Johnson   NYJ,WR,12,3.1,0.0,3.2,,0.0,0.0,6.0,12.4,BYE,0.0,0.0,,0.0,,,0.7,0.3,,2.1,25.7
377,Adam Trautman   DEN,TE,17,0.5,7.0,0.0,3.2,1.1,0.0,0.0,0.0,2.5,0.2,0.8,BYE,4.7,1.7,0.0,1.4,2.4,0.0,1.5,25.5
378,James Conner   ARI,RB,4,10.4,11.2,3.7,,,,,BYE,,0.0,,,,,,,,,6.3,25.3
379,Luke Musgrave   GB,TE,17,0.4,3.2,0.0,0.6,BYE,0.7,0.0,0.5,3.4,2.3,-0.1,0.7,2.3,2.2,5.2,3.8,0.0,0.0,1.5,25.2
379,Tutu Atwell   LAR,WR,10,0.4,0.0,0.0,14.8,7.2,,0.0,BYE,,,,,,,0.9,0.0,0.0,1.9,2.5,25.2
379,Zavier Scott   MIN,RB,11,,,5.0,10.4,-0.2,BYE,0.6,2.4,0.0,,,,2.1,2.0,,1.2,0.0,1.7,2.3,25.2
382,Ja'Tavion Sanders   CAR,TE,13,2.7,5.4,1.1,,,,0.0,1.9,0.5,3.2,2.2,0.6,0.0,BYE,0.5,6.9,0.0,,1.9,25.0
383,Connor Heyward   PIT,TE,16,0.0,0.6,0.0,0.2,BYE,7.2,0.0,0.0,0.4,0.0,0.3,0.0,,0.2,6.4,0.0,2.6,6.5,1.5,24.4
384,Hunter Luepke   DAL,RB,17,0.0,0.0,0.0,0.6,1.0,6.7,0.3,0.2,0.0,BYE,4.1,0.7,0.0,0.0,3.0,1.4,4.4,1.6,1.4,24.0
385,Jeremy Ruckert   NYJ,TE,17,1.6,6.5,0.0,2.3,2.8,0.0,0.0,2.4,BYE,0.0,2.3,0.0,1.2,1.9,1.3,1.4,0.2,0.0,1.4,23.9
386,Gunner Olszewski   NYG,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,5.3,-2.0,BYE,,0.0,1.9,10.2,1.5,23.8
387,Mitch Tinsley   CIN,WR,13,0.0,7.3,0.0,0.9,,,,,2.7,BYE,0.0,8.9,2.2,0.0,1.6,0.0,0.0,0.0,1.8,23.6
388,Brock Wright   DET,TE,11,0.0,8.8,0.0,0.0,6.9,0.0,2.3,BYE,1.1,0.0,0.8,2.9,,,,,,,2.1,22.8
389,Jawhar Jordan   HOU,RB,4,,,,,,BYE,,,,,,,,,11.8,7.0,3.6,0.3,5.7,22.7
389,Jaret Patterson   LAC,RB,6,,,,,,,,3.0,4.4,0.1,,BYE,11.4,,,,0.1,3.7,3.8,22.7
391,Jack Bech   LV,WR,16,2.3,0.0,1.0,0.0,2.7,0.0,1.3,BYE,0.0,0.0,1.9,0.0,2.2,5.0,1.7,4.3,,0.0,1.4,22.4
391,Trey Benson   ARI,RB,5,7.5,4.4,5.1,5.4,,,,BYE,,,0.0,,,,,,,,4.5,22.4
393,Lucas Havrisik   GB,K,3,,,,,BYE,10.0,11.0,,,,1.0,,,,,,,,7.3,22.0
393,Matthew Wright   HOU,K,4,,,,,,5.0,,1.0,,4.0,12.0,,,,,,,,5.5,22.0
395,Elijah Arroyo   SEA,TE,13,0.7,3.1,0.0,4.4,1.0,0.6,2.2,BYE,8.9,0.5,0.0,0.5,0.0,0.0,,,,,1.7,21.9
396,Lil'Jordan Humphrey   DEN,WR,10,,,,,,5.5,0.0,0.0,,,0.0,BYE,0.0,2.7,10.2,0.9,2.3,0.0,2.2,21.6
397,Antonio Gibson   NE,RB,5,0.3,8.8,0.8,8.7,2.6,,,,,,,,,BYE,,,,,4.2,21.2
398,Hunter Renfrow   CAR,WR,6,1.1,16.8,0.6,1.0,0.7,0.7,,,,,,,,BYE,,,,,3.5,20.9
399,Jahdae Walker   CHI,WR,7,,,,0.0,BYE,,,0.0,0.0,,,,,0.0,,8.1,3.0,9.6,3.0,20.7
400,Adam Thielen   PIT,WR,16,2.0,2.6,0.0,1.1,0.0,,1.0,0.0,0.0,1.6,0.6,0.0,,0.4,0.7,4.9,1.4,4.3,1.3,20.6
400,Malachi Corley   CLE,WR,13,,,,,1.1,0.0,1.7,3.1,BYE,3.2,0.9,0.2,0.9,0.2,1.0,4.1,0.4,3.8,1.6,20.6
402,Hunter Long   JAC,TE,9,6.6,0.0,1.2,8.3,0.3,1.9,1.6,BYE,0.6,,,,,0.0,,,,,2.3,20.5
403,Bo Melton   GB,WR,16,0.0,,0.0,0.0,BYE,0.3,0.0,0.0,0.0,2.8,1.7,0.0,1.5,10.5,0.0,0.0,3.4,0.0,1.3,20.2
404,Kevin Austin Jr.   NO,WR,8,,,0.0,,,,,,,,BYE,0.0,0.0,0.0,3.3,1.8,11.2,3.7,2.5,20.0
405,Ameer Abdullah   IND,RB,13,,,,,6.6,1.6,2.7,0.8,0.5,0.8,BYE,0.0,0.0,0.9,4.7,-1.6,0.4,2.5,1.5,19.9
405,Theo Wease Jr.   MIA,WR,3,,,,,,,,,,,,BYE,,,,3.2,12.3,4.4,6.6,19.9
407,Chris Brooks   GB,RB,17,0.3,2.7,0.0,0.1,BYE,0.1,0.0,0.0,2.4,0.0,0.8,2.6,0.9,0.6,1.6,0.4,1.1,6.1,1.2,19.7
408,Elijah Moore   DEN,WR,9,1.1,9.7,4.1,0.0,,0.0,,1.4,2.8,0.8,,-0.3,,,,,,,2.2,19.6
409,Jaydon Blue   DAL,RB,5,,,,,0.7,0.0,3.4,2.9,,BYE,,,,,,,,12.4,3.9,19.4
410,Treylon Burks   WAS,WR,8,,,,,,,,,1.4,5.8,,BYE,6.5,0.0,0.0,3.0,1.1,1.2,2.4,19.0
411,Gabe Davis   BUF,WR,6,,,,,,,BYE,,,,4.0,2.2,0.5,2.1,,,0.0,10.1,3.2,18.9
412,George Holani   SEA,RB,10,0.0,6.0,2.2,0.0,0.0,0.0,0.0,BYE,0.9,9.1,0.6,,,,,,,,1.9,18.8
413,Miles Sanders   DAL,RB,4,3.0,7.9,5.3,2.5,,,,,,BYE,,,,,,,,,4.7,18.7
414,Luke Farrell   SF,TE,17,0.4,7.5,0.0,0.0,0.8,0.0,1.1,0.0,0.9,7.5,0.0,0.3,0.0,BYE,0.0,0.0,0.0,0.0,1.1,18.5
415,Zay Jones   ARI,WR,8,0.4,0.0,2.5,,0.8,7.9,6.7,BYE,0.0,0.0,,,,,,,,,2.3,18.3
415,Jordan Whittington   LAR,WR,17,0.5,4.2,1.4,0.7,3.3,2.3,0.9,BYE,0.0,0.0,0.9,1.7,0.0,0.5,0.0,1.9,0.0,0.0,1.1,18.3
417,Marquez Valdes-Scantling   PIT,WR,10,0.0,0.0,0.9,,0.9,2.2,,,,,,,,0.0,7.9,0.6,2.1,3.4,1.8,18.0
418,Jalen McMillan   TB,WR,4,,,,,,,,,BYE,,,,,,3.8,1.6,11.4,1.1,4.5,17.9
419,Noah Gray   KC,TE,16,0.3,0.1,1.7,0.1,0.0,2.5,2.8,2.3,0.0,BYE,0.9,2.5,,1.4,0.0,0.0,0.2,3.0,1.1,17.8
420,Mo Alie-Cox   IND,TE,17,2.0,0.8,0.0,0.0,0.0,1.6,0.6,0.0,0.0,0.0,BYE,0.9,0.0,0.0,0.0,1.6,8.0,2.2,1.0,17.7
420,Jimmy Horn Jr.   CAR,WR,13,,,,,3.1,4.7,1.5,0.9,0.8,0.0,0.0,1.1,0.0,BYE,0.7,2.5,0.9,1.5,1.4,17.7
422,Jerome Ford   CLE,RB,13,0.5,5.4,1.0,0.3,3.8,3.0,1.0,-0.1,BYE,0.1,0.2,-0.3,1.7,1.0,,,,,1.4,17.6
423,Isaiah Hodgins   NYG,WR,7,,,,,,,,,,,5.7,10.2,0.4,BYE,0.4,0.0,0.8,0.0,2.5,17.5
424,Ben Sinnott   WAS,TE,16,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.2,0.0,6.4,,BYE,0.0,0.8,3.6,0.5,2.9,0.3,1.1,17.4
424,Raheem Mostert   LV,RB,12,,,,7.3,2.2,-0.4,0.2,BYE,1.4,1.5,1.3,2.0,0.6,0.2,0.2,0.9,,,1.5,17.4
426,Raheim Sanders   CLE,RB,5,6.3,,,,,,,,BYE,,,0.0,,,,4.6,3.1,3.3,3.5,17.3
427,Andrew Beck   NYJ,TE,17,0.0,0.0,0.0,0.0,6.1,0.6,0.0,0.9,BYE,0.0,0.0,1.0,0.0,1.7,0.5,0.0,0.0,6.2,1.0,17.0
427,Mason Rudolph   PIT,QB,5,,0.5,,,BYE,0.0,,,,,9.0,8.5,-1.0,,,,,,3.4,17.0
429,Drew Sample   CIN,TE,17,0.0,0.7,8.0,0.0,-0.1,-0.2,0.0,0.0,0.0,BYE,0.0,0.0,1.7,0.0,1.2,3.1,0.8,1.7,1.0,16.9
430,Tyler Badie   DEN,RB,16,1.6,2.2,0.0,1.1,1.6,,1.9,0.6,0.6,0.0,0.0,BYE,1.8,2.1,0.1,0.2,0.0,2.6,1.0,16.4
431,John Bates   WAS,TE,15,0.0,0.0,,,0.9,0.0,0.5,2.2,2.0,0.6,0.0,BYE,0.9,0.0,1.9,0.0,0.0,7.3,1.1,16.3
432,Brycen Tremayne   CAR,WR,16,0.0,4.8,1.5,3.6,0.9,0.0,0.0,0.0,0.8,,1.7,0.0,0.0,BYE,0.0,0.0,0.0,2.7,1.0,16.0
432,Julian Hill   MIA,TE,14,2.0,0.0,0.4,1.9,2.2,3.1,0.1,,,,1.4,BYE,0.0,0.0,2.5,0.0,1.6,0.8,1.1,16.0
434,Savion Williams   GB,WR,12,0.1,2.4,-0.1,2.3,BYE,0.3,0.0,6.9,-0.8,0.2,3.3,0.0,,,,0.9,,,1.3,15.5
435,Rasheen Ali   BAL,RB,15,0.5,0.0,0.0,0.0,0.0,0.0,BYE,0.0,0.0,,1.5,,1.7,1.3,9.2,0.2,0.8,0.0,1.0,15.2
435,Konata Mumpfield   LAR,WR,17,0.0,0.0,0.0,0.0,0.0,0.7,6.5,BYE,0.0,0.0,0.0,2.5,0.0,0.5,0.0,4.0,1.0,0.0,0.9,15.2
437,Cody White   SEA,WR,9,0.0,,,,,,,BYE,12.0,0.0,0.0,0.0,2.1,0.9,0.0,0.0,,,1.7,15.0
437,Ashton Dulin   IND,WR,12,1.5,0.0,0.0,1.8,5.5,0.0,,-0.8,0.0,2.2,BYE,4.8,,,,,0.0,0.0,1.3,15.0
437,Jude McAtamney   NYG,K,4,,,,7.0,2.0,4.0,2.0,,,,,,,BYE,,,,,3.8,15.0
437,Brevyn Spann-Ford   DAL,TE,17,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.9,0.0,BYE,0.4,6.4,0.0,0.7,0.0,0.0,3.1,3.0,0.9,15.0
441,LeQuint Allen Jr.   JAC,RB,17,1.1,1.3,0.9,0.7,0.0,1.2,0.4,BYE,1.1,0.6,3.6,0.2,0.0,0.8,1.6,1.0,0.3,0.0,0.9,14.8
441,Tanner McKee   PHI,QB,4,,,,,,,,-0.2,BYE,,,,,,2.2,-0.2,,12.9,3.7,14.8
443,Trey Lance   LAC,QB,4,,,,,2.9,,,,,,1.6,BYE,0.8,,,,,9.3,3.6,14.5
444,Terrell Jennings   NE,RB,6,,,,,,,1.8,1.5,10.4,0.5,,0.0,0.0,BYE,,,,,2.4,14.2
445,Dare Ogunbowale   HOU,RB,17,0.6,0.0,0.0,0.0,0.0,BYE,0.0,1.7,0.2,0.0,0.9,0.0,0.0,6.5,3.4,-0.1,0.0,0.9,0.8,14.1
445,Curtis Samuel   BUF,WR,6,,,,0.9,8.6,,BYE,0.0,0.6,2.1,1.9,,,,,,,,2.4,14.1
447,Kameron Johnson   TB,WR,17,0.0,0.0,0.0,0.0,0.2,12.4,0.0,0.0,BYE,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,13.7
448,Grant Calcaterra   PHI,TE,15,0.0,0.6,0.0,1.6,1.8,,,0.0,BYE,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.3,8.1,0.9,13.6
448,C.J. Ham   MIN,RB,11,,,,,0.0,BYE,0.5,,,0.0,0.0,0.0,0.0,0.0,6.1,0.3,0.0,6.7,1.2,13.6
450,Dont'e Thornton Jr.   LV,WR,15,4.5,2.0,2.9,0.0,0.0,0.0,0.0,BYE,,0.4,0.0,1.4,1.1,,0.0,0.0,1.2,0.0,0.9,13.5
450,Efton Chism III   NE,WR,8,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,BYE,,,10.0,3.5,1.7,13.5
452,Braelon Allen   NYJ,RB,4,6.9,1.1,4.7,0.6,,,,,BYE,,,,,,,,,,3.3,13.3
453,John FitzPatrick   GB,TE,15,0.2,0.0,7.2,0.0,BYE,0.0,0.6,0.4,0.0,0.0,0.5,1.1,0.0,1.4,1.8,0.0,,,0.9,13.2
453,Luke Schoonmaker   DAL,TE,17,0.0,0.0,0.5,0.8,0.3,0.8,0.0,2.5,1.4,BYE,0.0,0.0,0.1,1.2,2.9,0.0,1.5,1.2,0.8,13.2
455,Allen Lazard   NYJ,WR,10,,0.0,7.3,0.8,0.3,,1.6,0.5,BYE,,,0.9,1.0,0.0,0.6,,,,1.3,13.0
